,MOLECULE_CHEMBL_ID,MOLECULE_NAME,MOLECULE_TYPE,FIRST_APPROVAL,ATC_CODE,ATC_CODE_DESCRIPTION,USAN_STEM,MECHANISM_OF_ACTION,MECHANISM_COMMENT,SELECTIVITY_COMMENT,TARGET_CHEMBL_ID,TARGET_NAME,ACTION_TYPE,ORGANISM,TARGET_TYPE,SITE_NAME,BINDING_SITE_COMMENT,MECHANISM_REFS,CANONICAL_SMILES,chembl,hgnc_symbol
2928,CHEMBL1522,Eszopiclone,Small molecule,2004.0,N05CF04,N05CF04 [NERVOUS SYSTEM: PSYCHOLEPTICS: HYPNOTICS AND SEDATIVES: Benzodiazepine related drugs],-clone,GABA-A receptor; anion channel positive allosteric modulator,,,CHEMBL2093872,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,Homo sapiens,PROTEIN COMPLEX GROUP,Benzodiazepine binding site,Benzodiazepine site,"Name:PubMed, SrcID:18973287, URL:http://europepmc.org/abstract/MED/18973287|Name:FDA, SrcID:label/2012/021476s024s026lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021476s024s026lbl.pdf|Name:Wikipedia, SrcID:Eszopiclone, URL:http://en.wikipedia.org/wiki/Eszopiclone",CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,CHEMBL2093872,GABRG1
2929,CHEMBL850,Sparfloxacin,Small molecule,1996.0,J01MA09,J01MA09 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: QUINOLONE ANTIBACTERIALS: Fluoroquinolones],-oxacin,Topoisomerase IV inhibitor,,Broad spectrum,CHEMBL2363076,Topoisomerase IV,INHIBITOR,Bacteria,PROTEIN COMPLEX,,,"Name:FDA, SrcID:label/2003/020677s006lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/020677s006lbl.pdf",C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,,
2930,CHEMBL826,Enoxacin,Small molecule,1991.0,J01MA04,J01MA04 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: QUINOLONE ANTIBACTERIALS: Fluoroquinolones],-oxacin,Topoisomerase IV inhibitor,,,CHEMBL2363077,Topoisomerase IV,INHIBITOR,Neisseria gonorrhoeae,PROTEIN COMPLEX,,,"Name:PubMed, SrcID:15143768, URL:http://europepmc.org/abstract/MED/15143768",CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,,
2931,CHEMBL702,Piperacillin,Small molecule,1981.0,J01CA12,"J01CA12 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: BETA-LACTAM ANTIBACTERIALS, PENICILLINS: Penicillins with extended spectrum]",-cillin,Bacterial penicillin-binding protein inhibitor,,,CHEMBL2354204,Bacterial penicillin-binding protein,INHIBITOR,Bacteria,PROTEIN FAMILY,,,"Name:PubMed, SrcID:7447421, URL:http://europepmc.org/abstract/MED/7447421",CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O,,
2932,CHEMBL976,Praziquantel,Small molecule,1982.0,P02BA01,"P02BA01 [ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS: ANTHELMINTICS: ANTITREMATODALS: Quinoline derivatives and related substances]",-antel,Voltage-activated calcium channel beta 1 subunit blocker,,,CHEMBL2363079,Voltage-activated calcium channel beta 1 subunit,BLOCKER,Schistosoma mansoni,SINGLE PROTEIN,,,"Name:PubMed, SrcID:19554083, URL:http://europepmc.org/abstract/MED/19554083|Name:Wikipedia, SrcID:Praziquantel, URL:http://en.wikipedia.org/wiki/Praziquantel|Name:PubMed, SrcID:18978535, URL:http://europepmc.org/abstract/MED/18978535",O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2,,
2933,CHEMBL1542,Azathioprine,Small molecule,1968.0,L04AX01,L04AX01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSUPPRESSANTS: IMMUNOSUPPRESSANTS: Other immunosuppressants],,DNA inhibitor,Prodrug enzyme: hypoxanthine-guanine phosphoribosyl transferase (HGPRT; EC 2.4.2.8),,CHEMBL2311221,DNA,INHIBITOR,Homo sapiens,NUCLEIC-ACID,,,"Name:PubMed, SrcID:18506437, URL:http://europepmc.org/abstract/MED/18506437",Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],,
2934,CHEMBL803,Cytarabine,Small molecule,1969.0,L01BC01,L01BC01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: ANTIMETABOLITES: Pyrimidine analogues],-arabine,RNA inhibitor,,,CHEMBL2311222,RNA,INHIBITOR,Homo sapiens,NUCLEIC-ACID,,,"Name:DailyMed, SrcID:setid=1315f89d-f530-4dff-98e5-27d51617d4a1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1315f89d-f530-4dff-98e5-27d51617d4a1",NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,,
2935,CHEMBL1208,Cinoxacin,Small molecule,1980.0,J01MB06,J01MB06 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: QUINOLONE ANTIBACTERIALS: Other quinolones],-oxacin,Bacterial DNA gyrase inhibitor,,,CHEMBL2311224,Bacterial DNA gyrase,INHIBITOR,Bacteria,PROTEIN COMPLEX,,,"Name:FDA, SrcID:label/2002/18067s29lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/18067s29lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 613, URL:http://www.isbnsearch.org/isbn/9780702034718",CCN1N=C(C(=O)O)C(=O)c2cc3OCOc3cc12,,
2936,CHEMBL931,Halothane,Small molecule,1958.0,N01AB01,"N01AB01 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, GENERAL: Halogenated hydrocarbons]",,Potassium channel subfamily K member 2 opener,,,CHEMBL2321615,Potassium channel subfamily K member 2,OPENER,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:16402123, URL:http://europepmc.org/abstract/MED/16402123|Name:PubMed, SrcID:11886861, URL:http://europepmc.org/abstract/MED/11886861|Name:PubMed, SrcID:11605899, URL:http://europepmc.org/abstract/MED/11605899|Name:PubMed, SrcID:20519544, URL:http://europepmc.org/abstract/MED/20519544|Name:PubMed, SrcID:17227289, URL:http://europepmc.org/abstract/MED/17227289|Name:PubMed, SrcID:20217349, URL:http://europepmc.org/abstract/MED/20217349",FC(F)(F)C(Cl)Br,CHEMBL2321615,KCNK2
2937,CHEMBL1006,Amifostine,Small molecule,1995.0,V03AF05,V03AF05 [VARIOUS: ALL OTHER THERAPEUTIC PRODUCTS: ALL OTHER THERAPEUTIC PRODUCTS: Detoxifying agents for antineoplastic treatment],-fo-,Reactive metabolite scavenging agent,Prodrug. Scavenge of reactive oxygen species and reactive metabolites of cisplatin,,,,,,,,,"Name:DailyMed, SrcID:setid=0a47114c-569c-40be-afd8-a22d2e99bb5d#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0a47114c-569c-40be-afd8-a22d2e99bb5d#nlm34090-1",NCCCNCCSP(=O)(O)O,,
2938,CHEMBL3542265,Ly2452473,Small molecule,,,,,Androgen Receptor modulator,,,CHEMBL1871,Androgen Receptor,MODULATOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:22961682, URL:http://europepmc.org/abstract/MED/22961682",CC(C)OC(=O)N[C@H]1Cc2c(C1)n(Cc3ccccn3)c4ccc(cc24)C#N,CHEMBL1871,AR
2939,CHEMBL3545243,As-703988,Small molecule,,,,,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,Non-competitive MEK1/2 inhibitor.,,CHEMBL2964,Dual specificity mitogen-activated protein kinase kinase 2,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:Other, SrcID:http://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=714900, URL:http://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=714900|Name:PubMed, SrcID:24434059, URL:http://europepmc.org/abstract/MED/24434059",,CHEMBL2964,MAP2K2
2940,CHEMBL3545134,Ly-2780301,Small molecule,,,,,Ribosomal protein S6 kinase (P70S6K) inhibitor,,,CHEMBL2111330,Ribosomal protein S6 kinase (P70S6K),INHIBITOR,Homo sapiens,PROTEIN COMPLEX,,,"Name:Other, SrcID:http://www.lillyoncologypipeline.com/p70s6-kinase-akt-dual-inhibitor.aspx, URL:http://www.lillyoncologypipeline.com/p70s6-kinase-akt-dual-inhibitor.aspx|Name:PubMed, SrcID:25902900, URL:http://europepmc.org/abstract/MED/25902900",,,
2941,CHEMBL49120,Pd-0166285,Small molecule,,,,,Tyrosine-protein kinase SRC inhibitor,Multi-targeted kinase irreversible inhibitor,,CHEMBL267,Tyrosine-protein kinase SRC,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:10638483, URL:http://europepmc.org/abstract/MED/10638483",CCN(CC)CCOc1ccc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)cc1,CHEMBL267,SRC
2942,CHEMBL1938400,Pf-03715455,Small molecule,,,,,MAP kinase p38 alpha inhibitor,,,CHEMBL260,MAP kinase p38 alpha,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:Other, SrcID:https://www.pfizer.com/sites/default/files/product-pipeline/July%2028%202015%20Pipeline%20Update.pdf, URL:https://www.pfizer.com/sites/default/files/product-pipeline/July%2028%202015%20Pipeline%20Update.pdf|Name:PubMed, SrcID:21888439, URL:http://europepmc.org/abstract/MED/21888439",CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc3ccc4nnc(c5ccccc5SCCO)n4c3)n(n1)c6ccc(O)c(Cl)c6,CHEMBL260,MAPK14
2943,CHEMBL1944698,Tg-02,Small molecule,,,,,Tyrosine-protein kinase receptor FLT3 inhibitor,,,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:21860433, URL:http://europepmc.org/abstract/MED/21860433",CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,CHEMBL1974,FLT3
2944,CHEMBL2104927,Figopitant,Small molecule,,,,-tant,Neurokinin 1 receptor antagonist,,,CHEMBL249,Neurokinin 1 receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:22184457, URL:http://europepmc.org/abstract/MED/22184457|Name:PubMed, SrcID:15140636, URL:http://europepmc.org/abstract/MED/15140636",CN(CCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=O)[C@@H](N2CCN(CC3CC3)CC2)c4ccccc4,CHEMBL249,TACR1
2945,CHEMBL482968,Enmd-2076,Small molecule,,,,,Tyrosine-protein kinase receptor FLT3 inhibitor,Tartrate salt of ENMD-981693,,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:Other, SrcID:http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf, URL:http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf|Name:PubMed, SrcID:21177375, URL:http://europepmc.org/abstract/MED/21177375|Name:PubMed, SrcID:22397360, URL:http://europepmc.org/abstract/MED/22397360",CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,CHEMBL1974,FLT3
2946,CHEMBL403989,Tg100-801,Small molecule,,,,,Vascular endothelial growth factor receptor 1 inhibitor,Prodrug - active metabolite is TG-100-572 (HY-10184),,CHEMBL1868,Vascular endothelial growth factor receptor 1,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:18311895, URL:http://europepmc.org/abstract/MED/18311895|Name:PubMed, SrcID:18483622, URL:http://europepmc.org/abstract/MED/18483622|Name:PubMed, SrcID:18330892, URL:http://europepmc.org/abstract/MED/18330892",Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)c5cc(OC(=O)c6ccccc6)ccc5Cl,CHEMBL1868,FLT1
2947,CHEMBL3402762,Tepotinib,Small molecule,,,,-tinib,Hepatocyte growth factor receptor inhibitor,,,CHEMBL3717,Hepatocyte growth factor receptor,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:25110867, URL:http://europepmc.org/abstract/MED/25110867|Name:PubMed, SrcID:23553846, URL:http://europepmc.org/abstract/MED/23553846",CN1CCC(COc2cnc(nc2)c3cccc(CN4N=C(C=CC4=O)c5cccc(c5)C#N)c3)CC1,CHEMBL3717,MET
2948,CHEMBL2104986,Tedatioxetine,Small molecule,,,,-oxetine,Dopamine transporter inhibitor,,,CHEMBL238,Dopamine transporter,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:Other, SrcID:https://www.google.com/patents/US20100144788, URL:https://www.google.com/patents/US20100144788|Name:Other, SrcID:http://books.google.co.uk/books?id=qoyYobgX0uwC&pg=PA105&redir_esc=y#v=onepage&q&f=false, URL:http://books.google.co.uk/books?id=qoyYobgX0uwC&pg=PA105&redir_esc=y#v=onepage&q&f=false|Name:Wikipedia, SrcID:Tedatioxetine, URL:http://en.wikipedia.org/wiki/Tedatioxetine",Cc1ccc(Sc2ccccc2C3CCNCC3)cc1,CHEMBL238,SLC6A3
2949,CHEMBL1096896,Uk432097,Small molecule,,,,,Adenosine A2a receptor agonist,"Phase 2 trial terminated, poor efficacy results",,CHEMBL251,Adenosine A2a receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:16654164, URL:http://www.ncbi.nlm.nih.gov/pubmed/?term=16654164|Name:Wikipedia, SrcID:UK-432,097, URL:http://en.wikipedia.org/wiki/UK-432,097|Name:PubMed, SrcID:22824275, URL:http://europepmc.org/abstract/MED/22824275",CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC(c4ccccc4)c5ccccc5)nc(nc23)C(=O)NCCNC(=O)NC6CCN(CC6)c7ccccn7,CHEMBL251,ADORA2A
2950,CHEMBL3545038,S-237648,Small molecule,,,,,Neuropeptide Y receptor type 5 antagonist,,,CHEMBL4561,Neuropeptide Y receptor type 5,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:Other, SrcID:http://www.shionogi.co.jp/en/company/pmrltj0000000u4v-att/e_kaihatsu.pdf, URL:http://www.shionogi.co.jp/en/company/pmrltj0000000u4v-att/e_kaihatsu.pdf",,CHEMBL4561,NPY5R
2951,CHEMBL1742420,Amelubant,Small molecule,,,,-lubant,Leukotriene B4 receptor 1 antagonist,Active metabolites are BIIL 260 and BIIL 315,,CHEMBL3911,Leukotriene B4 receptor 1,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:11259574, URL:http://europepmc.org/abstract/MED/11259574",CCOC(=O)NC(=N)c1ccc(OCc2cccc(COc3ccc(cc3)C(C)(C)c4ccc(O)cc4)c2)cc1,CHEMBL3911,LTB4R
2952,CHEMBL2105864,Labradimil,Protein,,,,,Bradykinin B2 receptor agonist,,,CHEMBL3157,Bradykinin B2 receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:11286321, URL:http://europepmc.org/abstract/MED/11286321",COc1ccc(C[C@@H](CN[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](Cc3cccs3)NC(=O)CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H]5CCCN5C(=O)[C@@H](N)CCCN=C(N)N)cc1,CHEMBL3157,BDKRB2
2953,CHEMBL1783282,Azd7325,Small molecule,,,,,GABA receptor alpha-2 subunit positive allosteric modulator,Discontinued by AstraZeneca but in trials by other sponsors. Compound is listed in AstaZeneca's clinical and/or preclinical compound bank and available for research projects.,"Binding affinity is high at GABAAa1, a2 and a3 (Ki of 0.5, 0.3 and 1.3 nM, respectively), but not GA",CHEMBL4956,GABA receptor alpha-2 subunit,POSITIVE ALLOSTERIC MODULATOR,Homo sapiens,SINGLE PROTEIN,,,"Name:Other, SrcID:http://openinnovation.astrazeneca.com/what-we-offer/compound/azd7325/, URL:http://openinnovation.astrazeneca.com/what-we-offer/compound/azd7325/|Name:PubMed, SrcID:24802722, URL:http://europepmc.org/abstract/MED/24802722|Name:PubMed, SrcID:22122233, URL:http://europepmc.org/abstract/MED/22122233",CCCNC(=O)c1nnc2c(cccc2c1N)c3c(F)cccc3OC,CHEMBL4956,GABRA2
2954,CHEMBL430497,Tebanicline Tosylate,Small molecule,,,,-nicline,Neuronal acetylcholine receptor; alpha4/beta2 agonist,selectivity for the cytisine binding site on CHRNA4,Selectivity for the cytisine binding site on CHRNA4.,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,AGONIST,Homo sapiens,PROTEIN COMPLEX,,,"Name:PubMed, SrcID:9580626, URL:http://europepmc.org/abstract/MED/9580626",Clc1ccc(OC[C@H]2CCN2)cn1,,
2955,CHEMBL491473,Cediranib,Small molecule,,L01XE32,L01XE32 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors],-anib,Vascular endothelial growth factor receptor inhibitor,,,CHEMBL2095227,Vascular endothelial growth factor receptor,INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:PubMed, SrcID:15899831, URL:http://europepmc.org/abstract/MED/15899831",COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN5CCCC5,,
2956,CHEMBL2103840,Dinaciclib,Small molecule,,,,-ciclib,Cyclin-dependent kinase 5 inhibitor,,,CHEMBL4036,Cyclin-dependent kinase 5,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:25215591, URL:http://europepmc.org/abstract/MED/25215591",CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N4CCCC[C@H]4CCO,CHEMBL4036,CDK5
2957,CHEMBL2105755,Naldemedine,Small molecule,2017.0,,,nal-,Mu opioid receptor antagonist,,,CHEMBL233,Mu opioid receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:23900996, URL:http://europepmc.org/abstract/MED/23900996|Name:Other, SrcID:http://www.mdsabstracts.org/abstract/human-derived-synuclein-antibody-biib054-binds-pathologic-forms-of-synuclein-and-attenuates-transmission-of-synuclein-in-vitro-and-in-vivo/, URL:http://www.mdsabstracts.org/abstract/human-derived-synuclein-antibody-biib054-binds-pathologic-forms-of-synuclein-and-attenuates-transmission-of-synuclein-in-vitro-and-in-vivo/|Name:Other, SrcID:http://www.shionogi.com/newsroom/article.html#122494, URL:http://www.shionogi.com/newsroom/article.html#122494|Name:FDA, SrcID:label/2017/208854s000lbl.pdf, URL:https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208854s000lbl.pdf",CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4C[C@H]5N(CC6CC6)CC[C@@]2(c34)[C@@]5(O)C1)c7onc(n7)c8ccccc8,CHEMBL233,OPRM1
2958,CHEMBL2107861,Zalutumumab,Antibody,,,,-mab,Epidermal growth factor receptor erbB1 antagonist,"Effectively blocks EGF-R signaling, and can potently induce Ab-dependent cell-mediated cytotoxicity (ADCC).",,CHEMBL203,Epidermal growth factor receptor erbB1,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:15383606, URL:http://europepmc.org/abstract/MED/15383606",,CHEMBL203,EGFR
2959,CHEMBL3137309,Venetoclax,Small molecule,2016.0,L01XX52,L01XX52 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-toclax,Apoptosis regulator Bcl-2 inhibitor,,,CHEMBL4860,Apoptosis regulator Bcl-2,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:FDA, SrcID:label/2016/208573s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/208573s000lbl.pdf",CC1(C)CCC(=C(C1)c2ccc(Cl)cc2)CN3CCN(CC3)c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c(c5)N(=O)=O)c(Oc7cnc8[nH]ccc8c7)c4,CHEMBL4860,BCL2
2960,CHEMBL3039522,Birinapant,Small molecule,,,,-napant,cIAP1/cIAP2 inhibitor,"Specifically target cIAP1 and cIAP2 for degradation, resulting in a switch in TNFR signaling that leads to activation of caspase-8 and induction of apoptosis",Specifically targets cIAP1 and cIAP2,CHEMBL3038465,cIAP1/cIAP2,INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:PubMed, SrcID:23403634, URL:http://europepmc.org/abstract/MED/23403634",CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc2c([nH]c3cc(F)ccc23)c4[nH]c5cc(F)ccc5c4C[C@@H]6C[C@H](O)CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC,,
2961,CHEMBL190461,Cannabidiol,Small molecule,,,,-nab-,Cannabinoid CB1 receptor Negative allosteric modulator,,,CHEMBL218,Cannabinoid CB1 receptor,NEGATIVE ALLOSTERIC MODULATOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:26218440, URL:http://europepmc.org/abstract/MED/26218440",CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(=C)C)c(O)c1,CHEMBL218,CNR1
2962,CHEMBL218166,Bifeprunox,Small molecule,,,,,Dopamine D2 receptor partial agonist,,"High affinity: D3 and D4 receptors. Low affinity: a1, 5HT2A, 5HT2C, H1 and muscarinic receptors",CHEMBL217,Dopamine D2 receptor,PARTIAL AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:18597078, URL:http://europepmc.org/abstract/MED/18597078",O=C1Nc2cccc(N3CCN(Cc4cccc(c4)c5ccccc5)CC3)c2O1,CHEMBL217,DRD2
2963,CHEMBL1743085,Urelumab,Antibody,,,,-mab,Tumor necrosis factor receptor superfamily member 9 agonist,,,CHEMBL3712857,Tumor necrosis factor receptor superfamily member 9,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:26137403, URL:http://europepmc.org/abstract/MED/26137403|Name:Other, SrcID:http://meetinglibrary.asco.org/content/130145-144, URL:http://meetinglibrary.asco.org/content/130145-144",,CHEMBL3712857,TNFRSF9
2964,CHEMBL2109381,Bhq-880,Antibody,,,,,Dickkopf-related protein 1 inhibitor,Can neutralize both human DKK1 and murine DKK1.,,CHEMBL6024,Dickkopf-related protein 1,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:19417213, URL:http://europepmc.org/abstract/MED/19417213",,CHEMBL6024,DKK1
2965,CHEMBL3833331,Biib061,Small molecule,,,,,Unknown,May lead to replacement of myelin on damaged nerve fibres,,,,,,,,,"Name:Other, SrcID:https://www.biogen.com/en_us/research-pipeline/biogen-pipeline.html, URL:https://www.biogen.com/en_us/research-pipeline/biogen-pipeline.html",,,
2966,CHEMBL481,Irinotecan,Small molecule,1996.0,L01XX19,L01XX19 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-tecan,DNA topoisomerase I inhibitor,,,CHEMBL1781,DNA topoisomerase I,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=80f3b79c-a399-45b3-b755-8535457719af, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=80f3b79c-a399-45b3-b755-8535457719af",CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4,CHEMBL1781,TOP1
2967,CHEMBL1505,Almotriptan,Small molecule,2001.0,N02CC05,N02CC05 [NERVOUS SYSTEM: ANALGESICS: ANTIMIGRAINE PREPARATIONS: Selective serotonin (5HT1) agonists],-triptan,Serotonin 1f (5-HT1f) receptor agonist,,Selective,CHEMBL1805,Serotonin 1f (5-HT1f) receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:FDA, SrcID:label/2009/021001s010s011lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021001s010s011lbl.pdf",CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CHEMBL1805,HTR1F
2968,CHEMBL24778,Silodosin,Small molecule,2008.0,G04CA04,G04CA04 [GENITO URINARY SYSTEM AND SEX HORMONES: UROLOGICALS: DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY: Alpha-adrenoreceptor antagonists],,Alpha-1a adrenergic receptor antagonist,,,CHEMBL229,Alpha-1a adrenergic receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=96425d91-cfe1-477d-a130-b58c330ca8a3#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=96425d91-cfe1-477d-a130-b58c330ca8a3#nlm34090-1",C[C@H](Cc1cc2CCN(CCCO)c2c(c1)C(=O)N)NCCOc3ccccc3OCC(F)(F)F,CHEMBL229,ADRA1A
2969,CHEMBL500,Pindolol,Small molecule,1982.0,C07AA03,"C07AA03 [CARDIOVASCULAR SYSTEM: BETA BLOCKING AGENTS: BETA BLOCKING AGENTS: Beta blocking agents, non-selective]",-olol,Beta-1 adrenergic receptor partial agonist,,,CHEMBL213,Beta-1 adrenergic receptor,PARTIAL AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=07fe9cc3-1ef2-420c-b45d-7f1e894b6ef9, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=07fe9cc3-1ef2-420c-b45d-7f1e894b6ef9",CC(C)NCC(O)COc1cccc2[nH]ccc12,,
2970,CHEMBL1110,Alosetron,Small molecule,2000.0,A03AE01,A03AE01 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: Serotonin receptor antagonists],-setron,Serotonin 3a (5-HT3a) receptor antagonist,,,CHEMBL1899,Serotonin 3a (5-HT3a) receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=526ba44c-a476-4675-a63c-4d0a72b723f5, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=526ba44c-a476-4675-a63c-4d0a72b723f5",Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C,CHEMBL1899,HTR3A
